ts,videoBitrate,videoIndex,videoPendingIndex,videoPendingMaxIndex,videoMaxIndex,videoBufferLength,videoDroppedFrames,videoLatencyCount,videoLatency,videoDownloadCount,videoDownload,videoRatioCount,videoRatio,videoMtp,videoEtp,videoLiveLatency,videoPlaybackRate,audioBitrate,audioIndex,audioPendingIndex,audioPendingMaxIndex,audioMaxIndex,audioBufferLength,audioDroppedFrames,audioLatencyCount,audioLatency,audioDownloadCount,audioDownload,audioRatioCount,audioRatio,audioMtp,audioEtp,Throughput,audioLiveLatency,audioPlaybackRate
17261541136,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541137,3843,8,8,8,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,7654,0,1
17261541422,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541432,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541442,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541452,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541462,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541472,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541482,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541492,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541502,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541512,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541522,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541532,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541542,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541552,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
17261541562,3843,8,8,8,8,32.714,0,0,0.11 | 0.11 | 0.11,0,1.36 | 1.75 | 2.13,0,1.88 | 2.29 | 2.95,9.086,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,9086.5,0,1
